id,month,n_seconds_1,n_seconds_2,n_seconds_3,carrier,devicebrand,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,target
1cf3bcf71085572c9f8e88426,10,"1.737,584","149,554","90,462",TURK TELEKOM,samsung,"-1,729","1,097","0,431","-0,146","2,855","2,54","-0,592","0,354","1,897","-4,53","0,104","0,458","1,71","-0,827","4,592","-3,01","-2,814","-1,458","0,014","-2,662","-0,156","1,219","-0,75","0,637","-0,238","-0,797","0,81","-1,109","-0,301","-0,301","1,239","3,151","-0,664","1,079","0,991","-5,898","1,721","2,26","-2,768","-1,455","1,294","-2,023","-1,023","0,938","1,219","0,282","-0,775","-1,637",36,66,"menu6, menu2, menu4"
010db0796b3a0d29d81478902,10,"1.732,395","681,739","561,765",TURKCELL,Apple,"-1,389","1,05","1,776","-2,206","3,292","1,854","1,259","0,751","0,267","-2,745","-0,39","-3,431","3,189","-0,046","2,338","-3,067","-0,623","-2,237","0,039","-3,774","2,246","-0,981","-0,48","-0,042","1,439","1,748","1,537","-1,723","1,392","-0,494","0,645","2,197","-0,151","-0,275","0,641","-5,758","2,369","0,266","-2,83","-1,437","0,943","-0,64","-0,008","-1,939","0,709","1,842","0,479","-3,387",36,76,"menu6, menu2, menu1"
c1d581fd61a8adddc26c2837c,10,"1.727,979","62,438","55,868",TURKCELL,samsung,"-1,785","0,881","0,983","-0,506","3,041","2,689","0,736","1,041","1,292","-2,969","-0,899","-1,134","2,917","-1,278","2,985","-2,463","-1,847","-2,393","1,024","-1,825","1,989","0,719","-1,808","0,325","1,194","0,801","2,37","-1,267","0,934","-1,984","-0,546","2,489","0,606","0,454","0,774","-6,669","1,775","1,27","-3,546","-0,971","0,436","-0,96","-1,296","-0,208","0,621","0,255","-0,067","-3,051",22,70,"menu6, menu2, menu1"
84b758dbabd2f8e8699ce0452,10,"1.722,997","103,527","92,999",TURK TELEKOM,gm,"-1,858","1,78","-0,255","-1,306","4,463","2,548","0,351","-0,767","0,978","-3,267","-0,966","-1,036","3,096","-1,354","3,247","-1,596","-1,807","-1,752","-0,113","-2,366","0,436","0,207","-1,463","-0,374","-0,26","0,063","2,403","-0,202","-0,315","-0,037","0,355","2,675","0,03","0,674","-0,246","-6,393","1,601","0,206","-3,715","-1,074","1,695","-0,201","-1,755","0,717","2,219","0,653","0,728","-1,995",29,60,"menu9, menu2, menu8"
824272cb5e1dc9278bfef3b7a,10,"1.717,775","482,313","115,317",TURKCELL,Apple,"-1,834","1,249","0,966","-1,064","3,368","1,069","1,413","1,309","0,024","-4,293","-0,96","-1,902","3,34","-0,054","3,323","-2,433","-2,325","-2,204","0,194","-3,79","2,223","-0,062","-1,239","0,063","1,39","0,895","2,677","-0,69","0,387","0,319","0,737","1,785","-0,667","0,813","-0,024","-6,222","1,555","0,643","-3,257","0,011","0,591","-0,632","-1,05","-0,392","1,552","0,831","-0,707","-1,88",20,55,"menu2, menu8, menu4"
5e3e4385e0a32726911ef7c66,10,"1.715,572","492,293","215,81",TURKCELL,samsung,"-0,228","3,082","-0,92","1,291","1,995","3,14","-0,486","0,208","3,383","-3,861","1,166","1,967","1,604","-0,814","1,456","-2,66","-1,82","-2,015","0,035","-2,015","-1,243","1,488","1,822","-1,116","0,168","-0,413","1,862","-1,364","1,177","-0,193","-0,163","1,164","-1,731","-0,368","2,989","-5,472","-0,841","2,841","-3,007","-3,263","1,706","-3,169","-1,712","2,442","-0,263","1,938","-1,084","-2,95",16,66,"menu6, menu2, menu4"
5d180afd8760984549f8c7fa0,10,"1.713,868","444,104","119,439",TURK TELEKOM,samsung,"-0,765","1,028","0,707","-0,458","3,883","2,599","0,605","0,285","-0,52","-4,011","-0,873","0,144","2,589","-1,581","3,749","-2,131","-1,915",-2,"-0,067","-1,586","1,091","1,031","-1,658","-0,13","1,685","-0,886","2,212","-1,607","0,577","-2,081","0,905","3,507","-0,5","1,002","-0,091","-6,049","1,45","0,232","-3,27","-0,207","1,141","-1,036","-1,884","-0,343","1,227","1,062","0,305","-2,374",22,33,"menu6, menu4, menu5"
360720f744dcfb102315c74bb,10,"1.706,463","409,324","62,858",TURK TELEKOM,samsung,"-1,892","3,374","0,094","-0,179","3,809","1,746","0,042","-0,399","0,456","-2,929","-0,89","-2,524","3,759","0,238","3,305","-2,184","-2,201","-1,961","0,09","-1,524","2,436","-1,238","-0,454","0,664","1,505","0,915","1,867","-2,527","0,307","-0,345","-0,422","1,544","-0,477","0,807","-0,111","-6,106","2,1","0,793","-2,433","-1,955","1,747","-1,366","-0,806","1,483","0,526","0,116","-1,227","-2,827",25,56,"menu6, menu2, menu8"
c74def82b032ba02c7aa5f25e,10,"1.706,025","380,195","127,466",TURK TELEKOM,xiaomi,"-1,74","3,064","0,929","-0,935","3,127","1,866","-0,131","-0,06","0,504","-3,637","-1,227","-2,452","2,906","-0,66","2,113","-2,233","-1,882","-2,196","0,415","-2,233","2,46","0,269","1,431","-0,3","-0,022","0,373","2,678","-2,068","-0,06","-0,453","-0,45","2,621","-0,766","0,581","-0,965","-6,245","2,693","0,803","-3,266","-1,25","0,869","-1,09","-1,28","0,419","1,1","1,283","1,906","-1,701",35,66,"menu6, menu1, menu4"
82ff699eaf4a58ec27a4bdcd1,10,"1.702,677","97,488","82,957",TURKCELL,Apple,"-2,059","2,567","-2,328","0,143","1,015","2,232","1,098","1,069","3,051","-5,478","0,422","-0,226","1,964","-2,195","1,823","-1,474","-0,626","-2,409","2,372","-1,661","-0,898","1,832","0,102","0,188","0,778","-1,324","0,934","0,809","-0,356","0,057","3,029","2,724","-0,353","-0,538","2,51","-5,004","1,345","0,975","-2,789","-1,29","-0,012","-1,689","-3,247","1,103","-0,303","3,343","-1,623","-3,462",19,49,"menu6, menu2, menu1"
0dd6a74175302e63b05cc0320,10,"1.689,346","99,16","93,485",TURKCELL,samsung,"-1,867","1,201","0,358","0,686","1,948","3,95","0,895","1,649","1,755","-4,018","0,832","1,531","2,577","-1,193","2,18","-2,215","-2,507","-2,45","-0,738","-1,18","1,272","2,527","-0,573","-1,414","0,352","-1,493","1,353","-0,409","1,588","-2,514","0,749","2,573","-0,405","0,616","1,696","-6,616","-0,166","1,105","-1,862","-1,603","1,589","-2,009","-1,892","1,42","0,78","0,71","-1,362","-3,344",7,58,"menu2, menu1, menu4"
8634e4fa262be8519b5c4f77f,10,"1.686,904","54,114","47,216",TURK TELEKOM,asus,"-0,818","1,948","-0,108","0,8","2,648","2,429","1,138","1,528","1,611","-5,228","0,141","0,186","4,056","0,273","2,201","-2,198","-1,4","-1,56","0,42","-0,999","0,604","2,089","0,534","-0,539","-0,339","-0,017","0,305","-2,155","1,63","-1,404","1,197","1,973","-1,755","-0,269","1,942","-6,023","-0,282","1,322","-2,441","-1,715","1,108","-3,327","-2,404","1,26","-1,199","2,457","-1,314","-3,094",24,43,"menu2, menu4, menu5"
c81123d726bdcfd51bb4156e2,10,"1.678,601","658,621","117,244",TURKCELL,Apple,"-1,7","1,589","0,293","-0,529","4,462","2,95","0,515","0,238","0,868","-1,775","0,034","-1,159","2,417","-0,726","2,684","-2,965","-2,199","-2,911","-0,962","-3,079","2,906","-0,678","-0,432","0,049","2,087","0,452","2,389","-2,423","0,615","-1,613","-0,141","2,701","-0,595","0,976","0,174","-5,926","0,786","0,656","-1,773","-1,504","1,376","-0,944","-1,284","0,93","0,605","1,039","-0,399","-3,201",45,67,"menu6, menu2, menu1"
8bf6c5e6ac6bfedef185a755d,10,"1.678,468","279,02","93,446",TURK TELEKOM,samsung,"-2,131","0,835","1,07","0,089","2,993","3,129","0,139","0,755","-0,056","-3,844","-1,03","-1,138","4,199","-0,963","3,112","-2,31","-1,969","-1,837","0,742","-2,974","1,488","1,416","-1,021","0,495","1,162","1,525","1,473","-1,812","1,006","-1,257","-0,987","3,59","0,569","0,229","-0,765","-6,02","0,72","0,848","-3,231","-0,491","-0,053","-1,367","-0,976","0,695","0,427","0,685","-0,489","-1,89",13,76,"menu9, menu2, menu4"
8a972f699910f98733914fc4b,10,"1.678,435","594,739","47,849",TURK TELEKOM,Apple,"-1,738","0,151","-0,36","-0,314","2,898","2,531","0,828","2,279","0,668","-5,017","-0,209","-0,77","2,431","-1,863","4,042","-1,017","-2,017","-1,64","1,321","-0,549","1,522","2,358","-2,276","-0,745","-0,078","0,988","1,062","-1,456","-1,752","-0,57","-0,875","2,47","0,209","-0,6","1,324","-4,367",4,"0,012","-4,517","1,002","-0,323","-0,713","-1,66","0,715","0,757","0,703","-0,886","-2,845",36,87,"menu2, menu8, menu7"
2d8b7f29bb706e8db2585d8f6,10,"1.677,135","525,31","76,476",TURK TELEKOM,Apple,"-1,37","1,995","-0,619","-1,296","3,146","2,73","0,827","-1,116","1,086","-4,158","-0,268","0,482","2,847","-0,869","2,459","-2,7","-1,555","-2,495","0,097","-0,342","1,582","1,395","-1,361","1,23","-0,307","-0,763","1,654","-2,181","1,067","-1,215","1,618","3,185","-0,557","0,611","0,934","-6,447","1,381","1,29","-2,321","-3,355","1,9","-0,826","-1,48","1,323","-0,394","0,68","-0,533","-1,657",27,68,"menu2, menu4, menu5"
7eaead7da312dffece0216f4f,10,"1.676,782","892,137","265,938",TURKCELL,Apple,"-2,67","2,064","-0,134","-0,259","1,992","0,845","-0,053","1,51","1,072","-4,776","0,036","-0,769","1,819","0,365","4,482","-2,465","-2,044","-2,034","0,319","-1,703","1,316","0,789","-0,626","1,167","0,616","-1,235","2,6","-1,435","1,564","0,076","1,769","0,09","-0,464","-0,474","0,372","-5,729","2,165","3,009","-2,285","-0,545","0,645","-3,208","-1,535","-0,898","1,225","2,883","-0,472","-3,937",4,68,"menu2, menu8, menu4"
9b9d43bafb63c1a6c97372731,10,"1.670,388","350,209","53,377",TURKCELL,samsung,"-1,706","0,412","1,166","-0,556","2,254","3,919","-0,525","1,584","-0,256","-4,901","-1,632","-0,634","3,718","-0,125","2,083","-0,183","-2,515","-2,486","0,055","-3,944","1,4","2,406","-1,369","0,374","-0,053","1,498","1,611","-3,049","0,255","-2,915","-0,7","1,01","-0,749","0,842","1,512","-5,787","1,598","3,816","-1,41","-1,066","-0,45","-0,6","0,16","1,356","0,093","0,975","0,362","-1,961",35,87,"menu9, menu2, menu8"
01fb7fa8c9049ae01da20d06c,10,"1.667,204","135,515","83,885",TURKCELL,samsung,"-0,846","0,929","1,289","-0,817","3,804","1,291","0,922","0,493","1,687","-3,485","-0,15","0,984","2,775","-0,25","4,093","-1,667","-1,526","-1,728","-0,27","-2,683","1,894","1,048","-1,619","0,641","0,378","-0,538","1,733","-2,847","1,03","-2,248","-0,265","2,231","-0,339","0,398","-0,01","-6,468","1,209","1,127","-3,097","-1,632","1,434","-1,311","-2,037","1,581","-0,473","-0,371","0,573","-1,525",30,69,"menu2, menu4, menu5"
6c8f14a04db7637af5a92fb61,10,"1.657,183","845,636","793,844",TURK TELEKOM,samsung,"-1,797","2,606","0,08","0,044","1,218","2,971","-2,009","2,398","2,94","-5,939","-0,354","0,278","3,588","-1,036","2,594","-1,445","-2,33","-2,014","0,654","-2,779","-0,165","2,982","0,297","0,382","-1,018","-1,014","1,1","-0,381","0,295","-0,278","3,409","0,855","-1,86","-0,46","3,183","-4,114","1,18","2,362","-1,834","-2,967","-0,88","-1,753","-2,077","1,28","-2,258","1,449","0,079","-2,046",35,67,"menu6, menu2, menu8"
81508b75c399b6ce81251dc9b,10,"1.655,847","692,936","373,952",Unknown,xiaomi,"-2,476","0,783","-0,729","-1,607","4,38","2,501","1,469","0,763","0,777","-2,926","0,346","-0,9","2,19","-0,352","3,207","-1,787","-2,396","-2,073","-0,724","-0,688","2,166","2,244","-0,92","0,381","1,064","0,209","1,977","-1,771","-0,229","-1,213","0,613","3,454","0,176","0,202","0,813","-5,442","1,186","-0,277","-4,91","-1,094","2,501","-0,628","-1,749","0,131","-0,273","0,902","-0,996","-3,166",30,68,"menu9, menu2, menu5"
a471f48a6eed4905c53304dbe,10,"1.647,925","158,328","98,286",TURK TELEKOM,samsung,"-1,875","1,883","1,174","-0,606","3,975","1,786","-0,074","0,165","-1,896","-3,341","-2,466","-1,134","3,833","-0,544","2,534","-1,688","-2,143","-1,185","-0,695","-3,63","2,593","0,092","0,139","-1,189","2,174","-0,273","2,227","-2,397","0,743","-0,262","-0,038","1,42","0,157","0,537","-1,33","-5,391","1,954","2,559","-2,807","-0,178","0,44","-1,88","-1,258","1,152","1,34","1,624","1,046","-2,261",21,48,"menu6, menu2, menu1"
c3723518f675a23c00432d178,10,"1.641,243","161,095","44,017",TURK TELEKOM,Redmi,"-3,085","0,727","-1,364","-0,839","1,949","2,492","0,133","1,146","1,524","-4,11","-0,132","0,333","3,001","-1,857","3,119","-0,697","-2,654","-1,425","0,725","-2,377","1,018","2,865","-0,653","-0,466","-0,88","0,717","1,233","-0,831","0,838","-0,844","1,957","3,269","-0,452","-0,092","1,702","-5,75","1,904","0,956","-3,511","0,517","0,062","-2,168","-1,775","0,995","0,091","2,232","-1,466","-2,637",10,63,"menu6, menu2, menu4"
c4dcb22684d2e45713d168d87,10,"1.637,084","354,604","161,245",TURKCELL,samsung,"-1,725","1,799","0,114","-2,61","4,232","2,417","1,001","0,609","0,597","-3,222","-0,044","-1,216","2,435","0,424","2,506","-1,819","-1,333","-1,946","0,427","-2,35","2,756","-0,222","-0,335","0,209","0,099","0,351","2,687","-2,793","-0,467","-1,106","0,111","2,636","-0,755","0,892","1,124","-6,351","1,422","0,872","-2,659","-1,996","2,023","-1,151","-2,01","-0,13","0,58","1,601","-0,298","-2,602",43,78,"menu6, menu2, menu9"
ac249b223e2bb84aa950e3efe,10,"1.622,336","447,323","176,723",TURKCELL,samsung,"-1,6","1,316","-1,594","0,952","0,909","2,046","1,94","-0,647","2,801","-4,478","0,09","0,824","2,211","-1,745","2,377","-0,561","-3,156","-1,391","1,546","1,207","-0,618","3,928","-0,169","0,135","-0,177","-2,491","0,123","-0,038","0,458","-1,238","2,658","3,209","-1,149","0,132","2,102","-5,727","-0,249","1,392","-2,286","-1,272","1,526","-1,857","-3,527","1,097","-0,625","1,971","-2,203","-2,254",22,52,"menu6, menu2, menu8"
276497447a4c3c9674ffe4f68,10,"1.621,314","496,236","438,988",TURKCELL,Redmi,"-1,633","1,756","-1,097","3,091","2,345","3,579","2,316","1,986","3,737","-5,238","0,997","2,597","2,012","-0,634","1,376","-0,917","-1,717","-3,945","-2,026","-0,729","-0,606","3,574","0,49","-1,126","1,557","-2,259","-2,887","-0,679","0,766","-1,02","0,308","1,249","-0,574","0,064","0,732","-4,414","0,112","1,234","-2,887","-0,048","0,557","-0,676","-1,73","0,773","-0,028","1,17","-1,909","-3,628",13,29,"menu6, menu2, menu5"
a18265a9b9364cd694d885150,10,"1.611,802","77,358","69,639",O2-DE,Apple,"-1,349","1,815","-3,808","0,121","0,41","4,113","2,019","0,489","1,152","-5,368","1,113","-0,511","4,02","-0,79","1,47","-1,921","1,113","-1,625","1,948","-1,24","-0,159","2,821","-0,441","-1,087","0,142","2,409","-0,505","0,987","0,015","0,097","-2,059","2,341","0,099","-0,485","1,678","-4,428","0,385","0,611","-3,055","-2,817","-0,389","-1,854","-1,893","2,917","-0,864","2,398","-1,061","-3,612",4,46,"menu6, menu2, menu9"
58438d4be1b7216c74be6b736,10,"1.611,219","437,365","205,522",VODAFONE TR,xiaomi,"-1,659","1,588","0,564","-1,063","3,769","1,476","0,361","0,256","-0,386","-4,62","0,149","-0,064","2,844","-0,458","4,108","-4,041","-1,583","-3,17","-0,93","-0,782","1,333","1,022","-0,638","-1,57","1,51","-1,139","-0,416","-1,602","0,861","-0,848","1,661","3,898","-0,444","1,124","1,184","-5,151","1,715","1,366","-2,025","-1,371","0,926","-0,877","-1,119","1,16","1,165","0,123","-1,235","-2,761",11,29,"menu9, menu4, menu5"
32ede63cc9f3ed497f403c43f,10,"1.609,56","70,099","50,604",TURK TELEKOM,Redmi,"-1,299","1,272","0,593","-2,267","4,098","2,689","1,069","0,458","0,283","-2,708","-0,586","-0,71","4,083","-1,331","4,193","-1,906","-0,771","-1,82","-0,944","-2,249","2,221","0,825","-0,943","0,453","0,36","0,782","1,52","-2,057","-0,185","-0,545","-0,829","2,7","-0,047","1,594","0,551","-5,338","1,458","0,67","-4,381","-2,21","0,991","-0,9","-1,947","-0,312","-0,347","0,78","0,43","-1,983",30,62,"menu9, menu1, menu6"
8bfac3c6799117e76c57be130,10,"1.609,358","193,598","83,152",TURKCELL,samsung,"-1,883","1,403","0,584","-1,08","3,15","2,271","0,154","0,828","1,032","-3,682","-1,363","-0,699","3,653","-0,341","2,951","-3,234","-0,798","-3,293","-1,025","-3,866","2,082","0,529","-0,952","-0,123","2,017","1,767","3,072","-1,133","-0,291","-0,42","-1,468","2,164","0,268","1,264","0,142","-5,286","0,831","1,558","-2,852","-1,911","0,389","0,028","-0,862","-0,544","1,498","1,415","0,127","-2,871",35,76,"menu2, menu4, menu1"
0c6771c867160b2a9063c530c,10,"1.604,825","273,726","139,486",VODAFONE TR,vivo,"-1,678","1,833","-1,686","-1,157","4,014","2,721","1,254","0,561","0,524","-4,737","-0,661","-0,63","2,81","-0,394","3,881","-1,911","-0,746","-2,815","0,046","-0,699","1,932","1,348","-0,878","0,096","-0,433","0,23","1,538","-1,422","-1,162","-0,806","-0,024","2,678","-0,185","1,061","0,453","-5,753","1,478","0,461","-3,604","-1,27","1,854","-1,371","-0,462","1,355","-0,189","1,886","-1,581","-2,697",5,68,"menu6, menu3, menu2"
4b59bc565198bf9cf0512bb7a,10,"1.604,2","539,114","536,532",VODAFONE TR,Redmi,"-0,573","1,847","-0,74","-0,681","2,156","1,529","0,753","0,618","-0,455","-3,346","0,147","-1,99","5,278","-0,856","3,295","-1,36","-0,33","-1,088","-0,064","-3,174","1,315","1,226","-0,013","-1,252","-0,033","2,457","1,033","-2,85","0,887","0,061","-0,708","2,529","0,636","-0,535","-0,558","-4,906","1,714","1,781","-4,178","-1,154","0,892","-3,11","-0,25","0,981","0,972","2,289","-1,736","-3,135",22,44,"menu6, menu7, menu1"
d5474db61bf6ee16f088e7987,10,"1.603,925","48,953","41,462",VODAFONE TR,Apple,"-2,44","2,022","0,287","-1,43","2,769","3,672","-0,366","0,635","1,081","-3,415","-0,291","-0,909","1,63","-0,306","3,106","-0,943","-2,414","-1,387","0,11","-2,978","1,475","2,17","1,775","-0,066","0,732","0,496","2,242","-2,355","-0,802","-1,554","-0,566","3,037","0,1","0,083","1,244","-6,633","0,705","1,076","-3,055","-1,014","0,92","-1,635","-1,904","0,909","-0,198","2,073","0,257","-2,661",22,82,"menu6, menu3, menu2"
e86c6e9cdc2dc99b9a9912a0c,10,"1.601,558","566,139","90,461",VODAFONE TR,samsung,"-2,189","0,129","1,318","-0,931","4,04","2,637","0,301","1,491","1,323","-3,474","-0,379","-0,517","3,514","-1,082","1,937","-1,754","-1,271","-2,878","-0,427","-1,448","1,975","1,572","0,009","-0,915","-0,039","1,65","0,423","-1,784","-0,074","-1,77","0,221","3,19","-0,435","1,387","2,144","-6,418","1,081","-0,125","-2,801","-1,946","1,081","-0,041","-1,85","-0,842","0,957","1,926","-1,287","-2,379",37,74,"menu6, menu4, menu5"
5b2f81384ec8a5f3acf0330c3,10,"1.600,704","526,974","40,863",TURKCELL,Apple,"-0,961","3,477","1,572","0,641","1,362","3,347","-1,171","1,77","0,464","-5,552","0,011","-1,811","3,628","0,337","1,927","-3,509","-0,554","-0,335","1,162","-1,745","1,113","-1,259","0,421","-0,727","-0,364","2,213","2,06","-2,79","0,652","-0,652","-1,195","0,939","-0,506","-0,856","0,808","-5,792","1,705","3,09","-2,589","-3,351","0,625","-1,406","-0,903","1,559","-0,149","0,405","0,158","-2,333",35,78,"menu6, menu2, menu9"
d7e0d131d7a38cbc95735b38c,10,"1.599,54","1.168,377","827,683",TURKCELL,Apple,"-1,409","1,296","1,172","-0,096","3,843","3,691","0,515","0,752","1,07","-3,849","-0,008","-1,709","2,482","-0,625","2,875","-2,607","-1,929","-1,379","0,535","-1,752","1,806","0,471","-0,724","-0,727","-0,129","0,389","1,062","-2,531","0,118","-0,183","-0,268","3,896","0,019","0,308","0,648","-6,406","1,443","0,685","-2,834","-1,539","1,686","-0,939","-1,473","-0,46","-0,624","1,099","-0,173","-3,145",26,77,"menu6, menu2, menu1"
3386ed1e7327ff80aa277d016,10,"1.596,817","141,433","131,343",TURK TELEKOM,xiaomi,"-0,984","2,367","-1,241","0,315","4,348","1,494","1,796","0,111","-0,423","-4,545","-0,225","-0,566","2,211","-0,112","3,76","-2,949","-1,658","-1,454","-1,197","-2,385","1,548","0,011","-0,426","-0,439","0,072","-0,601","0,367","-2,847","-0,749","0,386","1,34","3,204","-0,097","1,739","0,523","-5,376","1,727","-0,024","-3,051","0,243","0,857","0,069","-2,853","0,181","0,926","1,455","0,938","-2,543",8,30,"menu9, menu2, menu5"
89bae6c79149b427baef3c5ec,10,"1.593,397","282,603","147,352",TURK TELEKOM,Redmi,"-1,686","1,154","0,55","-0,154","3,61","2,242","0,711","1,228","0,354","-4,365","0,697","-0,844","2,705","-1,445","3,318","-2,268","-2,342","-1,396","-0,106","-2,199","1,496","1,116","-0,978","-1,249","1,781","-0,1","0,648","-1,158","-0,673","-0,496","-0,068","3,387","-0,699","0,854","-1,002","-5,8","2,158","0,476","-3,52","-0,789","1,938","-0,317","-1,074","-0,187","1,77","1,08","-0,427","-3,108",17,39,"menu2, menu1, menu5"
7c7aa9fe9434cec329f36fcab,10,"1.588,56","155,115","107,313",VODAFONE TR,POCO,"-1,489","3,657","-1,054","0,274","3,293","4,305","1,193","1,211","1,992","-4,627","1,293","1,843","1,852","0,673","1,901","-1,753","-1,7","-2,847","-1,615","-1,312","1,064","1,59","0,611","0,294","0,205","-2,346","1,142","-2,238","0,919","-1,945","-0,383","1,299","-1,178","0,9","0,749","-5,64","-0,165","0,673","-2,102","-1,97","1,989","-2,479","-1,947","2,429","-0,072","1,486","-1,838","-2,304",25,79,"menu6, menu2, menu4"
d0a569de4551f140fc277fe0c,10,"1.577,853","678,458","163,277",O2-DE,Apple,"-1,804","3,043","0,207","-0,357","1,626","3,192","-0,614","2,041","3,772","-3,427","0,103","-0,138","-0,007","-0,759","3,181","-3,915","-0,209","-0,954","-0,141","-3,007","-0,857","1,956","-1,238","-0,427","1,557","1,387","-0,019","1,23","-2,752","-0,89","-2,871","1,939","-1,221","-0,651","1,696","-4,374","3,807","0,339","-1,407","-4,296","0,082","1,157","-1,078","0,628","-0,38","1,571","1,174","-2,435",18,48,"menu9, menu2, menu6"
d5715fe81f499cdeea61276dd,10,"1.572,425","167,465","103,529",TURKCELL,samsung,"-2,454","1,964","0,372","-0,056","3,149","1,147","-0,454","0,444","-0,441","-3,922","-1,018","-3,54","1,71","0,232","4,21","-2,733","-1,78","-0,86","0,646","-1,044","0,902","0,506","1,662","0,367","0,621","0,818","1,99","-0,87","0,396","-0,931","0,636","2,742","-1,475","0,806","0,732","-6,21","2,329","0,303","-2,981","-1,111","1,845","-1,716","-0,553","-1,614","1,06","1,806","0,097","-3,407",36,77,"menu6, menu2, menu4"
a58bd6721077781b4b7901998,10,"1.551,818","271,19","118,739",TURK TELEKOM,POCO,"-1,448","0,883","-0,517","-0,452","2,293","2,491","1,41","0,201","1,409","-3,443","1,199","0,202","2,84","-1,29","4,209","-1,277","-1,518","-2,29","1,02","-1,363","1,399","2,703","-1,78","0,289","-0,829","0,855","-0,436","-2,258","1,349","-1,463","0,578","3,264","-0,708","0,568","0,911","-6,228","1,562","0,825","-2,431","-2,031","1,211","-1,875","-2,261","1,692","-0,097","-0,102","-1,848","-2,242",10,35,"menu3, menu2, menu4"
395b699fc402cf65808f2d495,10,"1.550,636","302,542","94,407",VODAFONE TR,Apple,"-3,214","1,751","1,257","-0,836","2,23","2,863","0,003","0,6","1,32","-3,991","-0,947","-0,705","2,799","-1,09","1,788","-2,69","-4,384","-2,24","0,18","-2,594","1,083","0,132","0,715","-0,131","1,402","1,554","2,55","-0,448","0,397","-1,703","1,34","2,844","-2,377","1,488","1,951","-5,008","1,939","1,116","-2,212","-2,537","-0,019","-1,053","-0,843","0,274","0,743","2,469","-0,222","-2,865",18,67,"menu2, menu8, menu1"
fe73c4b71aad07ac53dbe66cc,10,"1.547,664","334,96","95,426",TURKCELL,samsung,"-2,123","1,025","-1,577","0,223","2,792","3,554","1,197","-0,293","1,088","-6,367","0,37","0,011","2,863","-0,993","2,534","-2,362","-2,232","-1,886","2,324","-0,013","-1,558","2,84","0,357","0,227","-1,384","-0,822","0,511","0,39","1,01","-0,393","2,442","2,54","-1,553","-0,564","1,802","-5,361","1,196","0,538","-2,55","-1,837","1,247","-0,822","-1,52","0,228","-0,007","1,885","-1,332","-3,224",10,26,"menu6, menu2, menu1"
bc313bc7f80a0b23024f86683,10,"1.544,559","363,06","125,847",TURKCELL,samsung,"-1,568","1,013","-0,224","-1,501","2,419","2,349","2,29","1,275","1,077","-4,607","0,031","1,05","3,613","-0,342","1,442","-1,282","-1,95","-2,575","0,535","-0,655","1,147","2,531","-0,649","0,306","0,914","-1,09","0,092","-1,5","0,197","-0,747","1,681","3,198","-1,115","0,323","0,914","-6,455","0,793","0,838","-2,742","-1,991","1,647","-1,284","-3,43","0,95","-0,646","2,867","-2,005","-1,724",16,50,"menu7, menu2, menu4"
d514806ccc763962ac5027e99,10,"1.544,17","201,419","51,238",VODAFONE TR,samsung,"-2,007","0,844","0,503","-0,95","3,392","2,729","0,41","1,578","0,429","-3,608","0,409","-1,82","1,371","-0,912","2,735","-2,166","-1,12","-2,521","0,579","-1,444","2,812","1,843","-1,026","-0,029","1,018","1,798","1,245","-1,276","0,47","-1,824","-0,416","3,791","-1,24","0,58","0,263","-5,678","2,536","0,969","-4,476","-0,785","1,253","-0,389","-1,804","-0,802","1,126","1,112","-1,981","-2,348",36,89,"menu6, menu2, menu4"
9cb0203b74c2d665299907938,10,"1.540,657","418,516","194,045",VODAFONE TR,reeder,"-2,385","1,763","-0,333","-1,547","5,095","1,761","1,488","0,015","-0,166","-3,402","-0,561","-0,729","2,218","-0,475","2,988","-2,154","-1,212","-2,577","-1,503","-1,924","2,537","0,561","-0,921","-0,159","1,991","0,922","1,509","-1,057","-0,608","-1,711","0,16","3,524","0,324","1,86","-0,682","-5,648","1,906","-0,136","-3,52","-0,629","1,648","-0,345","-1,03","-1,635","0,549","0,94","0,411","-2,069",26,60,"menu6, menu1, menu4"
561d42e4eee07e11af8cf5e61,10,"1.540,342","195,818","158,817",VODAFONE TR,OPPO,"-2,199","0,887","-1,087","-0,452","2,79","2,598","0,694","0,534","2,211","-5,569","1,083","0,202","2,757","-0,746","3,053","-2,851","-2,43","-2,88","0,639","-1,392","0,482","1,067","-0,966","0,618","0,744","0,119","0,49","-0,635","0,473","0,046","2,044","2,008","0,638","1,42","2,015","-5,707","0,644","1,059","-3,203","-0,424","-0,314","-2,39","-2,341","1,029","0,227","2,966","-1,779","-2,66",21,63,"menu6, menu2, menu4"
